op_setting_1,op_setting_2,op_setting_3,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21
24.9994,0.6216,60,462.54,536.86,1268.03,1053.59,7.05,9.03,175.52,1915.67,8034.28,0.94,36.79,164.63,2028.62,7893.16,10.9488,0.02,308,1915,84.93,14.32,8.525
41.9982,0.8406,100,445,549.59,1353.75,1136.6,3.91,5.72,138.97,2212.38,8359.78,1.02,42.18,130.79,2388.53,8108.67,9.386,0.02,332,2212,100,10.67,6.4257
42.002,0.84,100,445,550.07,1361.18,1130.26,3.91,5.72,138.47,2212.4,8354.32,1.02,42.24,130.2,2388.49,8110.45,9.3487,0.02,331,2212,100,10.51,6.3634
10.0033,0.2511,100,489.05,605.25,1504.99,1319.54,10.52,15.49,394.02,2319.03,8814.51,1.26,45.49,371.5,2388.2,8156.76,8.692,0.03,371,2319,100,28.41,17.1727
25.0061,0.6219,60,462.54,536.96,1266.93,1054.26,7.05,9.03,174.09,1915.87,8037.03,0.94,37.02,164.7,2028.77,7898.74,10.9691,0.02,309,1915,84.93,14.22,8.4393
9.9987,0.25,100,489.05,605.35,1502.08,1320.11,10.52,15.5,394.28,2319.01,8823.23,1.26,45.49,371.11,2388.27,8160.51,8.6431,0.03,371,2319,100,28.39,16.9591
25.0041,0.62,60,462.54,536.74,1264.08,1051.19,7.05,9.03,174.55,1915.93,8045.19,0.94,37.06,164.42,2028.83,7902.67,10.9591,0.02,309,1915,84.93,14.23,8.5127
0.002,0.0009,100,518.67,642.86,1594.21,1414.6,14.62,21.61,552.7,2388.08,9097.15,1.3,47.75,521.15,2388.12,8172.04,8.4558,0.03,394,2388,100,38.59,23.0605
42.0026,0.84,100,445,550.36,1349.44,1127.93,3.91,5.72,137.7,2212.56,8372.69,1.02,42.21,130.27,2388.7,8125.02,9.3672,0.02,333,2212,100,10.72,6.3383
41.9985,0.84,100,445,550.64,1354.61,1134.38,3.91,5.72,138.94,2212.52,8356.33,1.02,42.24,130.56,2388.66,8125.42,9.3934,0.02,331,2212,100,10.73,6.4347
24.999,0.62,60,462.54,536.9,1269.68,1058.12,7.05,9.03,174.85,1915.95,8043.66,0.94,36.88,164.32,2028.91,7905.72,10.9638,0.02,309,1915,84.93,14.14,8.6109
42.0055,0.8406,100,445,549.56,1359.4,1137.09,3.91,5.72,139.48,2212.73,8363.26,1.02,42.2,130.7,2388.84,8121.33,9.3597,0.02,333,2212,100,10.54,6.4233
10.0033,0.25,100,489.05,605.35,1505.06,1317.26,10.52,15.5,394.14,2319.1,8816.85,1.26,45.72,370.82,2388.21,8168.02,8.6771,0.03,371,2319,100,28.35,17.0397
42.0042,0.84,100,445,549.86,1364.25,1132.43,3.91,5.72,139.06,2212.61,8371.51,1.03,42.18,130.57,2388.82,8128.72,9.3739,0.02,332,2212,100,10.55,6.3481
0.0011,0,100,518.67,642.91,1600.11,1414.95,14.62,21.61,553.03,2388.13,9110.91,1.3,47.62,521.29,2388.14,8177.99,8.4636,0.03,395,2388,100,38.87,23.2827
10.0046,0.2517,100,489.05,605.03,1501,1322.11,10.52,15.5,393.94,2319.04,8836.46,1.26,45.83,371.16,2388.22,8173.1,8.6968,0.03,372,2319,100,28.46,17.1097
10.0022,0.2519,100,489.05,605.55,1503.16,1321.64,10.52,15.5,393.68,2319.01,8832.68,1.26,45.68,371.34,2388.21,8175.27,8.6645,0.03,371,2319,100,28.37,17.2065
10.0056,0.25,100,489.05,604.91,1517.81,1321.95,10.52,15.5,394.74,2319.03,8834.28,1.26,45.64,371.14,2388.27,8175.51,8.6676,0.03,371,2319,100,28.4,17.0738
42.0046,0.84,100,445,550.24,1365.24,1131.25,3.91,5.72,139.2,2212.75,8377.89,1.02,42.27,130.93,2388.92,8141.25,9.3845,0.02,333,2212,100,10.47,6.3963
42.0003,0.8414,100,445,550.04,1364.97,1137.56,3.91,5.72,138.52,2212.76,8375.38,1.02,42.29,130.49,2388.92,8131.78,9.3401,0.02,333,2212,100,10.52,6.319
35.0056,0.8416,100,449.44,556.48,1375.26,1142.88,5.48,8,194.76,2223.85,8408.25,1.02,42.1,182.23,2388.96,8112.93,9.355,0.02,336,2223,100,14.8,8.8992
42.007,0.84,100,445,549.63,1363.46,1133.46,3.91,5.72,138.45,2212.74,8378.55,1.03,42.39,130.09,2388.91,8133.33,9.3753,0.02,333,2212,100,10.56,6.2479
41.9981,0.842,100,445,550.06,1363.37,1133.62,3.91,5.72,138.77,2212.79,8375.59,1.02,42.37,130.75,2388.97,8132.6,9.4003,0.02,333,2212,100,10.49,6.2636
20.0063,0.7002,100,491.19,607.65,1490.76,1255.35,9.35,13.66,333.43,2324.37,8781.77,1.07,44.89,314.61,2388.5,8104.52,9.2645,0.03,367,2324,100,24.33,14.6216
9.9991,0.25,100,489.05,605.34,1509.11,1318.66,10.52,15.5,394.2,2319.03,8837.38,1.26,45.55,371.4,2388.26,8181.63,8.7345,0.03,372,2319,100,28.4,16.9382
0.0024,0,100,518.67,642.89,1595.48,1416.45,14.62,21.61,553.16,2388.1,9114.98,1.3,47.76,520.66,2388.13,8184.45,8.4625,0.03,395,2388,100,38.58,23.1133
42.0022,0.8408,100,445,550.04,1365.34,1135.06,3.91,5.72,138.61,2212.86,8386.27,1.02,42.4,130.63,2389.02,8139.39,9.406,0.02,333,2212,100,10.53,6.3596
42.0054,0.84,100,445,549.78,1362.47,1143.02,3.91,5.72,138.59,2212.84,8388.84,1.02,42.43,130.77,2389.02,8134.33,9.4095,0.02,333,2212,100,10.53,6.3023
42.0078,0.84,100,445,550.19,1362.08,1137.89,3.91,5.72,139.01,2212.89,8386.67,1.02,42.35,130.72,2389.06,8142.31,9.3742,0.02,332,2212,100,10.69,6.2846
0.001,0,100,518.67,643.28,1595.15,1415.13,14.62,21.61,552.98,2388.12,9128.36,1.3,47.78,520.61,2388.14,8192.09,8.4749,0.03,397,2388,100,38.73,23.3265
10.0062,0.25,100,489.05,605.2,1510.77,1325.84,10.52,15.5,393.97,2319.08,8839.98,1.26,45.7,371.28,2388.31,8183.64,8.6947,0.03,372,2319,100,28.38,17.0273
20.0055,0.7,100,491.19,607.95,1495.72,1264.64,9.35,13.66,333.52,2324.45,8790,1.07,44.79,314.21,2388.58,8120.67,9.2382,0.03,368,2324,100,24.36,14.5442
0.0028,0,100,518.67,643.11,1590.37,1424.95,14.62,21.61,552.78,2388.15,9129.68,1.3,47.82,521.12,2388.12,8200.38,8.4492,0.03,394,2388,100,38.64,23.158
0.0013,0,100,518.67,643.36,1595.31,1428.21,14.62,21.61,552.33,2388.14,9127.86,1.3,47.86,521.01,2388.14,8197.04,8.5183,0.03,396,2388,100,38.64,23.2443
0.0029,0,100,518.67,642.9,1608.01,1417.04,14.62,21.61,552.83,2388.2,9135.94,1.3,47.83,520.86,2388.11,8199.57,8.4871,0.03,395,2388,100,38.62,23.0893
10,0.25,100,489.05,605.98,1510.96,1318.93,10.52,15.5,393.88,2319.11,8849.28,1.26,45.84,370.85,2388.3,8191.47,8.7732,0.03,371,2319,100,28.38,17.0309
9.9992,0.25,100,489.05,605.74,1505.02,1328.11,10.52,15.5,394.43,2319.07,8846.77,1.26,45.88,370.66,2388.37,8193.34,8.7337,0.03,372,2319,100,28.34,17.0326
42.0063,0.84,100,445,551.05,1360.67,1136.31,3.91,5.72,138.96,2213.03,8399.44,1.03,42.55,131.11,2389.19,8148.38,9.3764,0.02,334,2212,100,10.48,6.4103
19.9996,0.7015,100,491.19,608.25,1497.51,1266.28,9.35,13.66,334.11,2324.51,8800.17,1.07,44.5,314.54,2388.71,8128.97,9.336,0.03,368,2324,100,24.22,14.5522
35.0025,0.84,100,449.44,556.36,1375.07,1149.12,5.48,8.01,194.44,2224.15,8420.79,1.02,42.27,183.17,2389.32,8139.53,9.397,0.02,337,2223,100,14.68,8.7847
20.0077,0.7019,100,491.19,608.18,1492.86,1261.39,9.35,13.66,333.86,2324.58,8810.76,1.07,45.01,313.95,2388.75,8133.07,9.3114,0.03,368,2324,100,24.41,14.655
0.0028,0.0006,100,518.67,642.87,1607.36,1422.42,14.62,21.61,552.05,2388.11,9139.58,1.3,48.03,520.44,2388.13,8212.29,8.4796,0.03,395,2388,100,38.51,23.1781
35.0056,0.8416,100,449.44,556.05,1375.88,1143.49,5.48,8.01,194.22,2224.27,8428.55,1.02,42.24,183.23,2389.5,8143.22,9.397,0.02,338,2223,100,14.77,8.8929
35.0024,0.84,100,449.44,556.33,1367.26,1144.29,5.48,8.01,194.21,2224.29,8426.14,1.02,42.36,183.45,2389.5,8137.93,9.4162,0.02,339,2223,100,14.8,8.85
42.0057,0.8419,100,445,550.77,1360.13,1142.47,3.91,5.72,138.38,2213.18,8405.31,1.02,42.36,130.53,2389.42,8165.87,9.3825,0.02,333,2212,100,10.48,6.3922
0.0003,0,100,518.67,643.39,1598.93,1427.66,14.62,21.61,551.56,2388.14,9140.53,1.3,47.95,519.93,2388.16,8213.2,8.4717,0.03,395,2388,100,38.76,23.1454
10.0057,0.25,100,489.05,606.08,1513.68,1322.57,10.52,15.5,393.44,2319.11,8868.29,1.26,46.01,370.66,2388.36,8209.08,8.7411,0.03,372,2319,100,28.43,17.0641
42.0042,0.84,100,445,550.15,1360.74,1149.67,3.91,5.72,139.08,2213.28,8410.49,1.02,42.54,130.66,2389.45,8165.57,9.4022,0.02,335,2212,100,10.58,6.3261
20.0023,0.7,100,491.19,609.08,1494.66,1262.19,9.35,13.66,333.71,2324.64,8806.95,1.08,44.82,314.55,2388.79,8140.81,9.2705,0.03,368,2324,100,24.24,14.561
34.9981,0.8401,100,449.44,557.23,1378.42,1139.66,5.48,8.01,194.41,2224.44,8450.42,1.02,42.5,182.76,2389.63,8149.84,9.3833,0.02,337,2223,100,14.68,8.9422
42.0077,0.8411,100,445,550.84,1369,1146.53,3.91,5.72,138.38,2213.35,8421.85,1.03,42.7,130.34,2389.5,8171.37,9.4156,0.02,336,2212,100,10.47,6.3085
25.0042,0.6206,60,462.54,537,1270.88,1047.21,7.05,9.03,175.53,1915.25,8008.69,0.94,36.74,164.64,2028.07,7870.75,10.9019,0.02,309,1915,84.93,14.21,8.5501
42.0041,0.8414,100,445,550.1,1356.88,1124.72,3.91,5.72,138.08,2211.78,8324.71,1.02,42.18,130.31,2387.77,8077.76,9.3675,0.02,331,2212,100,10.6,6.2978
0.0005,0,100,518.67,642.9,1597.91,1413.09,14.62,21.61,552.83,2388.13,9046.79,1.3,47.55,521.05,2388.13,8126.82,8.4585,0.03,395,2388,100,38.83,23.2293
42.0073,0.8401,100,445,549.91,1358.59,1130.42,3.91,5.72,138.3,2211.68,8317.28,1.02,42.06,130.51,2387.82,8077.06,9.4247,0.02,332,2212,100,10.55,6.2989
10.007,0.2508,100,489.05,605.09,1503.22,1319.49,10.52,15.5,393.8,2319.01,8776.65,1.26,45.69,371.35,2388.23,8122.95,8.7121,0.03,372,2319,100,28.41,16.9719
0.0027,0,100,518.67,643.12,1591.32,1413.11,14.62,21.61,553.19,2388.18,9054.08,1.3,47.67,520.48,2388.17,8125.5,8.4933,0.03,395,2388,100,38.8,23.1427
25.0047,0.6208,60,462.54,536.64,1270.9,1054.66,7.05,9.03,175.29,1915.25,8011.27,0.94,37.03,164.55,2028.18,7867.22,10.9585,0.02,309,1915,84.93,14.26,8.6362
35.0035,0.84,100,449.44,556.18,1375,1135.46,5.48,8,193.98,2222.83,8350.65,1.02,42.13,182.25,2387.9,8055.82,9.3519,0.02,336,2223,100,14.74,8.8792
42.0019,0.84,100,445,550.56,1355.67,1127.02,3.91,5.72,138.57,2211.71,8315.02,1.02,42.42,130.73,2387.76,8077.01,9.3896,0.02,333,2212,100,10.67,6.3365
0.0012,0,100,518.67,642.96,1595.8,1413.73,14.62,21.61,552.74,2388.17,9058.02,1.3,47.56,520.79,2388.17,8126.45,8.4745,0.03,393,2388,100,38.68,23.2097
41.9985,0.842,100,445,549.78,1357.66,1127.79,3.91,5.71,138.96,2211.66,8319.69,1.02,42.43,130.1,2387.74,8070.84,9.3846,0.02,332,2212,100,10.53,6.3782
42.0019,0.84,100,445,550.08,1358.77,1128.15,3.91,5.71,138.1,2211.72,8313.02,1.02,42.2,130.56,2387.76,8075.25,9.4222,0.02,333,2212,100,10.56,6.2782
9.9991,0.25,100,489.05,605.22,1504.12,1322.56,10.52,15.5,394.13,2319.05,8783.29,1.26,45.81,371.39,2388.26,8122.81,8.7012,0.03,371,2319,100,28.39,17.0884
42.0054,0.8409,100,445,550.09,1362.18,1138.46,3.91,5.72,138.94,2211.68,8316.7,1.02,42.18,130.09,2387.73,8075.57,9.3998,0.02,333,2212,100,10.42,6.3627
0.0012,0.0015,100,518.67,643.18,1596.49,1414.89,14.62,21.61,552.76,2388.23,9051.85,1.3,48,520.64,2388.13,8130.16,8.4725,0.03,397,2388,100,38.63,23.2354
34.9999,0.8414,100,449.44,556.38,1376.62,1139.73,5.48,8,193.94,2222.85,8348.14,1.02,42.32,183.2,2387.96,8062.07,9.3715,0.02,337,2223,100,14.65,8.8908
42.002,0.8419,100,445,550.45,1355.4,1137.9,3.91,5.72,138.66,2211.72,8318.68,1.02,42.52,130.11,2387.82,8073.32,9.4247,0.02,333,2212,100,10.51,6.3197
41.9986,0.84,100,445,550.11,1356.76,1139.69,3.91,5.71,137.72,2211.68,8320.19,1.02,42.24,130.21,2387.68,8080.23,9.3894,0.02,333,2212,100,10.53,6.2725
42.0013,0.8403,100,445,549.61,1363.65,1135.53,3.91,5.72,138.45,2211.71,8315.73,1.02,42.23,130.52,2387.79,8074.48,9.4207,0.02,333,2212,100,10.6,6.3675
20.0017,0.7012,100,491.19,608.13,1500.51,1258.6,9.35,13.66,334.28,2324,8724.71,1.07,44.76,314.05,2388.18,8057.56,9.2717,0.03,367,2324,100,24.48,14.5898
19.9994,0.7,100,491.19,608.25,1489.82,1266.1,9.35,13.66,333.75,2324.03,8724.52,1.07,44.73,313.88,2388.12,8058.25,9.2752,0.03,368,2324,100,24.47,14.5627
25.0016,0.62,60,462.54,536.98,1261.68,1054.9,7.05,9.03,174.77,1915.24,8014.37,0.94,37.09,164.6,2028.14,7863.36,10.9276,0.02,309,1915,84.93,14.24,8.4854
9.9983,0.2506,100,489.05,604.92,1508.04,1327.02,10.52,15.5,393.96,2319.1,8777.63,1.26,45.73,370.72,2388.29,8122.54,8.7307,0.03,373,2319,100,28.38,17.0958
34.9998,0.84,100,449.44,556.44,1374.89,1134.54,5.48,8,194.33,2222.81,8350.56,1.02,42.13,182.61,2387.95,8060.88,9.3924,0.02,336,2223,100,14.73,8.8734
42.0076,0.8403,100,445,550.6,1360.97,1135.04,3.91,5.72,137.45,2211.7,8319.42,1.02,42.41,130.4,2387.78,8076.23,9.4384,0.02,333,2212,100,10.55,6.2911
0.0007,0,100,518.67,643.59,1593.27,1415.53,14.62,21.61,551.89,2388.19,9043.83,1.3,47.81,520.91,2388.2,8128.05,8.4976,0.03,396,2388,100,38.5,23.2501
42.0012,0.8418,100,445,550.95,1355.64,1137.39,3.91,5.72,139.17,2211.69,8316.47,1.02,42.49,130.23,2387.78,8072.61,9.4254,0.02,331,2212,100,10.49,6.2955
9.999,0.2505,100,489.05,605.47,1509.4,1318.08,10.52,15.5,393.84,2319.09,8775.92,1.26,45.98,371.11,2388.32,8122.25,8.7046,0.03,372,2319,100,28.39,16.9733
0.0022,0.0016,100,518.67,643.32,1600.84,1421.93,14.62,21.61,551.97,2388.15,9053.13,1.3,47.91,520.05,2388.2,8126.99,8.5114,0.03,395,2388,100,38.58,23.1694
42.0069,0.8411,100,445,549.94,1363.5,1143.05,3.91,5.72,138.52,2211.67,8310.97,1.02,42.56,129.83,2387.66,8072.12,9.4444,0.02,333,2212,100,10.57,6.1753
25.0022,0.62,60,462.54,537.34,1268,1058.77,7.05,9.03,175.64,1915.27,8016.83,0.94,37.18,163.97,2028.11,7861.75,10.9762,0.02,308,1915,84.93,14.25,8.5142
10.002,0.25,100,489.05,606.41,1509.41,1319.39,10.52,15.5,393.12,2319.1,8787.71,1.26,45.84,369.9,2388.3,8123.65,8.6964,0.03,372,2319,100,28.43,16.9822
0.0005,0,100,518.67,644.27,1592.31,1424.45,14.62,21.61,551.73,2388.22,9053.97,1.3,47.95,520.5,2388.18,8123.71,8.4934,0.03,395,2388,100,38.45,23.1539
20.0065,0.7012,100,491.19,608.01,1490.71,1260.24,9.35,13.66,333.6,2324.09,8724.17,1.07,44.81,314.1,2388.15,8056.91,9.2908,0.03,368,2324,100,24.24,14.5002
41.9999,0.84,100,445,549.9,1362.9,1129.13,3.91,5.72,138.58,2211.68,8321.11,1.02,42.52,130.55,2387.71,8074.17,9.4299,0.02,333,2212,100,10.58,6.3481
42.0034,0.84,100,445,550.68,1357.57,1144.03,3.91,5.71,138.35,2211.66,8321.64,1.02,42.76,130.13,2387.69,8078.2,9.3819,0.02,333,2212,100,10.52,6.3205
10.0042,0.25,100,489.05,605.49,1509.49,1327.08,10.52,15.5,393.33,2319.13,8771.73,1.26,46.01,369.92,2388.34,8125.86,8.7248,0.03,372,2319,100,28.34,17.1553
9.9997,0.25,100,489.05,604.99,1510.2,1331.52,10.52,15.5,393.75,2319.1,8770.57,1.26,46.08,370.56,2388.29,8116.2,8.6914,0.03,372,2319,100,28.37,17.0375
9.9981,0.2509,100,489.05,606.2,1513.57,1330.49,10.52,15.5,393.45,2319.09,8780.67,1.26,45.81,370.11,2388.28,8117.82,8.7288,0.03,371,2319,100,28.48,16.9879
25.0026,0.6214,60,462.54,537,1274.05,1061.8,7.05,9.03,174.83,1915.19,8015.68,0.94,37.29,164.11,2028.04,7872.35,10.9995,0.02,309,1915,84.93,14.18,8.4352
42.0063,0.84,100,445,550.26,1369.87,1139.41,3.91,5.71,138.49,2211.66,8319.1,1.02,42.8,130.37,2387.64,8077.68,9.479,0.02,333,2212,100,10.57,6.3468
0.0008,0.0016,100,518.67,643.58,1598.42,1425.66,14.62,21.61,551.94,2388.24,9046.75,1.3,48.15,519.9,2388.29,8127.39,8.5377,0.03,397,2388,100,38.51,23.0974
10.0072,0.2515,100,489.05,606.09,1509.59,1328.76,10.52,15.5,392.88,2319.09,8761.13,1.26,46.03,370.36,2388.38,8112,8.7238,0.03,372,2319,100,28.37,16.9456
0.002,0.0006,100,518.67,643.48,1601.39,1423.16,14.62,21.61,551.85,2388.25,9049.54,1.3,48.16,519.55,2388.25,8127.54,8.5073,0.03,396,2388,100,38.3,23.1279
20.0073,0.7001,100,491.19,608.11,1495.18,1269.15,9.35,13.66,333.16,2324.12,8719.34,1.07,44.81,314.09,2388.25,8054.58,9.2817,0.03,367,2324,100,24.4,14.5148
10.0037,0.2506,100,489.05,605.79,1515.83,1327.87,10.52,15.5,393.43,2319.17,8766.14,1.26,45.93,370.32,2388.32,8124.43,8.7167,0.03,371,2319,100,28.14,17.1118
9.9986,0.2508,100,489.05,605.29,1516.73,1329.82,10.52,15.5,393.29,2319.19,8775.54,1.26,46.33,370.06,2388.35,8120.26,8.7567,0.03,372,2319,100,28.32,16.8925
0.001,0.0003,100,518.67,643.08,1605.69,1427.46,14.62,21.61,551.13,2388.31,9054.86,1.3,48.05,520.1,2388.28,8123.56,8.5223,0.03,394,2388,100,38.51,23.0655
10.0007,0.2507,100,489.05,605.49,1508.93,1320.78,10.52,15.5,393.5,2319.24,8774.31,1.26,46.09,370.57,2388.39,8118.43,8.7276,0.03,372,2319,100,28.24,17.0568
0.0012,0,100,518.67,644.16,1599.77,1429.35,14.62,21.61,551.73,2388.27,9050.69,1.3,48.09,520.27,2388.26,8128.26,8.4979,0.03,396,2388,100,38.67,23.0554
41.9994,0.84,100,445,550.57,1360.2,1145.56,3.91,5.71,138,2211.57,8319.91,1.02,42.61,130.64,2387.66,8073.79,9.4572,0.02,332,2212,100,10.39,6.333
0.002,0.0016,100,518.67,643.41,1599.91,1419.72,14.62,21.61,551.51,2388.23,9051.23,1.3,48.07,519.84,2388.26,8123.99,8.5094,0.03,397,2388,100,38.5,23.0677
42.0051,0.84,100,445,550.54,1367.91,1141.85,3.91,5.72,137.19,2211.65,8316.76,1.02,42.66,130.24,2387.66,8072.49,9.4912,0.02,334,2212,100,10.49,6.3833
10.0027,0.25,100,489.05,605.82,1518.54,1332.58,10.52,15.5,392.59,2319.17,8773.04,1.26,45.96,370.57,2388.4,8119.05,8.7703,0.03,373,2319,100,28.47,16.927
20.0004,0.7019,100,491.19,608.68,1494.51,1268.72,9.35,13.66,332.96,2324.09,8725.57,1.07,45.05,313.69,2388.21,8053.35,9.3221,0.03,367,2324,100,24.24,14.5198
35.0037,0.8418,100,449.44,556.71,1377.06,1148.35,5.48,8,193.49,2222.82,8350.84,1.02,42.63,182.22,2387.91,8058.17,9.414,0.02,337,2223,100,14.62,8.7839
42.0076,0.84,100,445,550.57,1365.53,1141.67,3.91,5.72,138.37,2211.58,8325.45,1.02,42.7,130.61,2387.65,8071.9,9.4515,0.02,334,2212,100,10.63,6.2164
35.005,0.84,100,449.44,556.64,1375.59,1152.85,5.48,8,193.44,2222.81,8352.71,1.02,42.54,182.09,2387.93,8057.03,9.4083,0.02,335,2223,100,14.64,8.8618
42.0066,0.84,100,445,551.05,1358.74,1145.75,3.91,5.72,138.22,2211.55,8320.23,1.02,42.55,130.81,2387.64,8075.38,9.4595,0.02,333,2212,100,10.52,6.2416
20.0058,0.7001,100,491.19,608.07,1487.39,1266.51,9.35,13.66,333.13,2324.12,8731.27,1.08,44.73,313.61,2388.21,8058.64,9.3457,0.03,368,2324,100,24.17,14.5761
42.0049,0.84,100,445,550.4,1361.17,1139.74,3.91,5.71,137.89,2211.57,8312.56,1.02,42.92,129.85,2387.65,8071.61,9.4859,0.02,333,2212,100,10.31,6.3228
41.999,0.84,100,445,550.52,1363.53,1141.45,3.91,5.72,138.3,2211.59,8322.78,1.02,42.7,129.99,2387.66,8073.61,9.5054,0.02,333,2212,100,10.45,6.3439
42.0023,0.84,100,445,550.63,1355.72,1148,3.91,5.72,138.12,2211.58,8321.53,1.02,42.85,129.48,2387.68,8070.77,9.4493,0.02,333,2212,100,10.44,6.2781
0.0025,0.0018,100,518.67,642.45,1592.17,1408.4,14.62,21.59,561.14,2388.26,9099.13,1.31,47.61,529.13,2388.23,8160.92,8.2826,0.03,396,2388,100,39.17,23.6395
41.9992,0.84,100,445,549.15,1366.32,1126.2,3.91,5.7,140.42,2212.25,8353.51,1.04,42.22,133.29,2388.34,8117.5,9.1966,0.02,332,2212,100,10.85,6.4799
42.0067,0.84,100,445,550.05,1360.31,1127.04,3.91,5.7,141.43,2212.25,8357.32,1.04,42.5,133.43,2388.38,8119.6,9.1969,0.02,332,2212,100,10.75,6.4054
41.9996,0.8411,100,445,549.24,1363.48,1133.91,3.91,5.7,140.71,2212.32,8356.39,1.04,42.29,133.43,2388.39,8115.86,9.1736,0.02,333,2212,100,10.74,6.472
10.0003,0.2511,100,489.05,605,1511.11,1312.84,10.52,15.48,401.74,2319.39,8818.97,1.27,45.63,378.62,2388.56,8165.47,8.4805,0.03,371,2319,100,28.95,17.4409
42.0002,0.8418,100,445,549.49,1362.58,1130.88,3.91,5.7,141.66,2212.33,8367.53,1.04,42.47,132.92,2388.45,8123.11,9.1899,0.02,333,2212,100,10.8,6.5951
42.0011,0.84,100,445,549.93,1363.17,1126.57,3.91,5.7,142.62,2212.33,8364.06,1.04,42.37,133.64,2388.5,8122.75,9.1714,0.02,333,2212,100,10.73,6.4632
0.0024,0,100,518.67,643.16,1601.77,1417.62,14.62,21.59,566.13,2388.38,9106.12,1.31,48.06,532.85,2388.36,8177.32,8.2628,0.03,396,2388,100,39.35,23.6654
25.0054,0.6202,60,462.54,536.92,1268.44,1047.22,7.05,9.01,179.52,1915.71,8037.9,0.94,36.93,168.11,2028.65,7898.95,10.6837,0.02,309,1915,84.93,14.71,8.8826
20.0079,0.7017,100,491.19,607.36,1497.94,1265.15,9.35,13.63,341.68,2324.54,8772.4,1.09,44.67,321.82,2388.68,8100.47,9.026,0.02,368,2324,100,24.87,14.9855
10.0045,0.2501,100,489.05,605.62,1518.82,1321.32,10.52,15.48,402.47,2319.53,8834.9,1.27,45.83,380.43,2388.74,8177.73,8.4902,0.03,373,2319,100,29.05,17.5082
0.0013,0.0011,100,518.67,642.76,1592.09,1420.32,14.62,21.59,567.17,2388.46,9112.66,1.31,48.11,534.22,2388.45,8187.03,8.3081,0.03,397,2388,100,39.57,23.7157
20.0052,0.7,100,491.19,607.26,1494.65,1258.78,9.35,13.63,343.62,2324.64,8777.13,1.09,44.9,323.1,2388.81,8106.11,8.9887,0.03,369,2324,100,24.76,15.03
42.0029,0.84,100,445,550.06,1364.68,1145.59,3.91,5.7,142.19,2212.41,8377.61,1.05,42.85,134.36,2388.52,8135.58,9.1095,0.02,332,2212,100,10.71,6.4803
20.0065,0.7017,100,491.19,607.82,1489.54,1262.58,9.35,13.63,343.67,2324.64,8780.49,1.09,44.92,323.41,2388.86,8106.96,8.993,0.03,368,2324,100,24.98,14.9875
42.0046,0.842,100,445,549.29,1363.45,1145,3.91,5.7,142.54,2212.44,8377.08,1.05,42.52,134.36,2388.53,8135.18,9.1544,0.02,333,2212,100,10.74,6.4111
9.9983,0.2509,100,489.05,605.41,1502.72,1321.52,10.52,15.48,404.9,2319.59,8848.23,1.27,46.06,381.33,2388.81,8182.74,8.4979,0.03,372,2319,100,29.11,17.4834
42.0043,0.84,100,445,549.66,1365.06,1143.13,3.91,5.7,142.66,2212.45,8378,1.05,42.69,134.35,2388.49,8144.66,9.1006,0.02,336,2212,100,10.75,6.5649
24.9989,0.62,60,462.54,536.92,1270.52,1054.92,7.05,9.03,175.6,1915.77,8029.05,0.94,36.9,164.51,2028.69,7897.58,10.9064,0.02,309,1915,84.93,14.2,8.6098
41.999,0.84,100,445,550.02,1356.84,1134.48,3.91,5.72,137.93,2212.41,8352.66,1.02,42.13,130.97,2388.56,8115.41,9.4064,0.02,332,2212,100,10.55,6.335
0.0019,0.0018,100,518.67,642.55,1594.55,1411.85,14.62,21.61,553.79,2388.07,9102.32,1.3,47.59,521.46,2388.1,8168.67,8.4313,0.03,396,2388,100,38.61,23.3212
35.0028,0.84,100,449.44,556.29,1375.4,1136.56,5.48,8,194.59,2223.56,8386.87,1.02,42.14,182.7,2388.67,8098.55,9.3344,0.02,336,2223,100,14.77,8.8799
0.0024,0,100,518.67,642.21,1600.22,1407,14.62,21.61,552.92,2388.06,9096.3,1.3,47.69,521.17,2388.07,8172.3,8.4732,0.03,395,2388,100,38.79,23.222
20.0012,0.7002,100,491.19,608.44,1487.77,1256.62,9.35,13.66,334.02,2324.26,8763.62,1.08,44.47,314.84,2388.4,8094.84,9.2737,0.02,367,2324,100,24.31,14.6856
10.0047,0.25,100,489.05,605.17,1512.4,1317,10.52,15.49,393.81,2319.05,8817.4,1.26,45.72,371.26,2388.17,8160.28,8.6719,0.03,372,2319,100,28.47,17.1626
0.0004,0,100,518.67,643.2,1589.58,1409.24,14.62,21.61,553.38,2388.1,9101.84,1.3,47.61,520.72,2388.08,8175.98,8.4727,0.03,395,2388,100,38.73,23.335
41.9997,0.84,100,445,549.46,1357.37,1134.6,3.91,5.72,138.76,2212.61,8365.44,1.02,42.15,130.74,2388.75,8127.64,9.3796,0.02,333,2212,100,10.56,6.3398
42.0031,0.8407,100,445,549.86,1355.62,1132.44,3.91,5.72,138.98,2212.68,8364.93,1.02,42.25,130.92,2388.79,8124.12,9.3474,0.02,332,2212,100,10.53,6.3744
